baslik,icerik,etiket,kaynak_url
'Taht oyunları' son hız: Küçük oğula selam olsun! 'Bizim aile bu kadar' mesajı',"Dünyada her geçen gün giderek değişen yaşam koşullarına rağmen değişmeyen bir ayrıntı var: Kraliyet aileleri. Bu aileler, çok eski zamanlardan beri de kamuoyunun meraklı bakışları altında. Bir zamanlar dünyanın, özellikle de Avrupa'nın belirli ülkelerindeki kraliyet aileleri genellikle, üyelerinin özel hayatlarıyla gündeme gelirdi. Aşkları, ihanetleri, ayrılıkları, düğünleri, cenazeleri... Son dönemde yine kraliyet aileleri mercek altında. Fakat bu kez onların bu kadar ilgi görmesinin nedeni biraz daha farklı. Bunun nedeni değişen anlayışlar, kendileri aleyhinde giderek yükselen tepkiler ve büyük olasılıkla bunun sonucu olarak bu ailelerde yaşanan değişimler. Gelin son birkaç haftadır Avrupa'nın kraliyet ailelerinde yaşanan sarsıntıları ve bu konudaki gelişmeleri şöyle bir gözden geçirelim.",1,https://www.hurriyet.com.tr/magazin/saraydan-kovulan-prensler-artik-hayatlarini-boyle-kazanacak-danimarka-kralicesi-2-margrethe-dort-cocugunun-unvanlarini-ellerinden-aldi-42147173
İlk görüşte aşk varmış: O tren biletini 25 yıldır saklıyorum,"Hepimiz küçükken bize okunan ya da anlatılan masallarda, birbirini çok seven çiftlerin evlendiklerini ve ""sonsuza kadar"" mutlu yaşadıklarını duyduk. Çoğumuz da buna inanarak ya da öyle olmasını dileyerek büyüdük.",0,https://www.hurriyet.com.tr/magazin/ilk-goruste-ask-varmis-o-tren-biletini-25-yildir-sakliyorum-42063372
Murat Karahan'a büyük onur: İtalya Devlet Nişanı'na layık görüldü,"Kültür ve Turizm Bakanlığı Devlet Opera ve Balesi Genel Müdürü Murat Karahan, İtalya Devlet Nişanı'na layık görüldü.",0,https://www.hurriyet.com.tr/magazin/murat-karahana-buyuk-onur-italya-devlet-nisanina-layik-goruldu-41931443
Kim Kardashian: Kanye West’ten neden boşandım,"ABD’de Saturday Night Live programının sunuculuğunu yapan ünlü Amerikalı televizyon yıldızı Kim Kardashian, eski eşi Kanye West dahil pek çok konuda açıklamalarda bulundu.",1,https://www.hurriyet.com.tr/magazin/kim-kardashian-kanye-westten-neden-bosandim-41914415
Renée Zellweger kılıktan kılığa,Renée Zellweger kilolu görünmek için özel dikilmiş bu tulumu giydi.,0,https://www.hurriyet.com.tr/magazin/ren-e-zellweger-kiliktan-kiliga-41911667
'İmparator' İbrahim Tatlıses yıllar sonra yeniden sahne aldı,"Uzun yıllar sahnelerden uzak kalan İbrahim Tatlıses, hayranlarıyla yeniden bir araya geldi.",0,https://www.hurriyet.com.tr/magazin/imparator-ibrahim-tatlises-yillar-sonra-yeniden-sahne-aldi-41901728
Çocuklarım için endişe ettim,"ABD’li ünlü oyuncu Angelina Jolie (46), 2016 yılında boşanma davası açtığı aktör Brad Pitt (57) ile 14 yıllık ilişkisi sırasında tüm ailenin güvenliği için endişe ettiğini söyledi.",0,https://www.hurriyet.com.tr/magazin/cocuklarim-icin-endise-ettim-41887947
Kendisine inanmayan annesine kuruş vermiyor,"Ünlü yönetmen Quentin Tarantino katıldığı bir programda, çocukken yazarlık hayallerine destek olmayan annesine, başarılı olduğunda “tek kuruş vermeyeceğini” söylediğini anlattı.",0,https://www.hurriyet.com.tr/magazin/kendisine-inanmayan-annesine-kurus-vermiyor-41869667
"Kıvanç Tatlıtuğ, Netflix dizisi 'Into The Night'a konuk oyuncu oldu","Oyuncu Kıvanç Tatlıtuğ, Netflix'in Belçika yapımı dizisi ""Into The Night""ın ikinci sezonunda konuk oyuncu olarak yer aldı.",0,https://www.hurriyet.com.tr/magazin/kivanc-tatlitug-netflix-dizisi-into-the-nighta-konuk-oyuncu-oldu-41861705
Yeşilçam ağlıyor,Merhum Kemal Sunal’ın eşi Gül Sunal “En son Tibet’le ikimiz kalmıştık bu fotodan... Güle güle Kartalcım. Çok üzgünüm” mesajıyla bu fotoğrafı paylaştı.,0,https://www.hurriyet.com.tr/magazin/yesilcam-agliyor-41845228
Ustaya veda,"Yeşilçam’ın usta ismi; oyuncu, yönetmen ve senarist Kartal Tibet vefat etti.",0,https://www.hurriyet.com.tr/magazin/ustaya-veda-41845222
Ferhan Şensoy hastaneye kaldırıldı,"Türk tiyatrosunun efsane ismi Ferhan Şensoy'un geçen ay yaptırdığı anjiyo sonrası bugün yara bölgesinde oluşan bir komplikasyon nedeniyle hastaneye kaldırıldığı öğrenildi. Şensoy'un sağlık durumuyla ilgili son bilgiyi kızı Derya Şensoy, sosyal medya hesabından paylaştığı bir mesajla verdi.",0,https://www.hurriyet.com.tr/magazin/ferhan-sensoy-hastaneye-kaldirildi-41844436
Berrak Tüzünataç eridi... Son paylaşımı takipçilerini karşı karşıya getirdi!,"Geçtiğimiz yıllarda yoga ve pilatesi yaşam tarzı haline getiren, aynı zamanda hayvansal ürünlerle vedalaşıp vejetaryen beslenmeye başlayan Berrak Tüzünataç, her geçen gün biraz daha zayıflıyor.",1,https://www.hurriyet.com.tr/magazin/berrak-tuzunatacin-son-paylasimi-takipcilerini-karsi-karsiya-getirdi-41842510
Jennifer Lopez hiç olmadığı kadar mutlu,Eski nişanlısı Ben Affleck ile tam 17 yıl sonra bir araya gelen pop yıldızı Jennifer Lopez’in mutluluğu göze çarptı.,0,https://www.hurriyet.com.tr/magazin/jennifer-lopez-hic-olmadigi-kadar-mutlu-41841326
Genç oyuncu Avni Burak Yenice hayatını kaybetti,Oyuncu ve seslendirme sanatçısı Avni Burak Yenice beyin damarının çatlaması nedeniyle hayatını kaybetti.,0,https://www.hurriyet.com.tr/magazin/genc-oyuncu-avni-burak-yenice-hayatini-kaybetti-41835101
Burak Sergen evlendi,"Çok mutlu olduğunu dile getiren Burak Sergen, “Birlikte sonuna kadar gideceğim insanı buldum. Bu hastalığı atlattığım an Nihan’ın hemen soyadımı taşıması için gereken protokolü gerçekleştirdik” dedi.",0,https://www.hurriyet.com.tr/magazin/burak-sergen-evlendi-41824732
Ünlü oyuncu Büşra Pekin'in babası hayatını kaybetti,Oyuncu Büşra Pekin'in babası Volkan Pekin geçirdiği kalp krizi nedeniyle hayatını kaybetti.,0,https://www.hurriyet.com.tr/magazin/unlu-oyuncu-busra-pekinin-babasi-hayatini-kaybetti-41809770
Son dakika haberi... Hakan Altun hastaneye kaldırıldı!,Son dakika haberi... Ünlü şarkıcı Hakan Altun program çekimi öncesinde rahatsızlanarak hastaneye kaldırıldı. Altun'un 2007 yılında beyin ameliyatını gerçekleştiren doktorunun kontrolü altında olduğu belirtildi.,1,https://www.hurriyet.com.tr/magazin/son-dakika-hakan-altun-hastaneye-kaldirildi-41794057
Ünlü oyuncu Gonca Vuslateri koronavirüse yakalandı,Oyuncu Gonca Vuslateri Koronavirüs testinin pozitif çıktığını sosyal medya hesabından duyurdu.,0,https://www.hurriyet.com.tr/magazin/unlu-oyuncu-gonca-vuslateri-koronaviruse-yakalandi-41790942
Şevket Çoruh koronavirüse yakalandı,"Ünlü tiyatro ve sinema oyuncusu Şevket Çoruh, koronavirüse yakalandığını bildirdi.",0,https://www.hurriyet.com.tr/magazin/sevket-coruh-koronaviruse-yakalandi-41789612
Bir evlilik 2 ev yanıtı,"Evlendikten sonra ayrı evlerde yaşadıklarını açıklayarak eleştirilerin hedefi olan Fazıl Say ve Ece Dağıstan, sosyal medyadan yorumlara yanıt verdi. Ece Dağıstan, “Kimse birbirinin üstüne çökmedi ilişkimizde. Bu tipler kadının kendi yaşam stilini biçimlendirmesine zaten karşılar” dedi.",0,https://www.hurriyet.com.tr/magazin/bir-evlilik-2-ev-yaniti-41771243
Rasim Öztekin'in eşi Esra Kazancıbaşı Öztekin'den duygulandıran paylaşım,"Geçtiğimiz günlerde 62 yaşında hayata gözlerini yuman ünlü oyuncu Rasim Öztekin'in eşi Esra Kazancıbaşı Öztekin, sosyal medya hesabından duygu yüklü bir paylaşım yaptı. Öztekin paylaşımında ""Hiç beklemeğim bir anda bırakıp gittin beni. Hastanede yoğun bakımda ""Beni yalnız bırakma aşkım"", ""Ne olur gitme"" diye kulağına fısıldayarak döktüğüm gözyaşlarına rağmen"" ifadelerini kullandı",0,https://www.hurriyet.com.tr/magazin/rasim-oztekinin-esi-esra-kazancibasi-oztekinden-duygulandiran-paylasim-41761650
Dünyaca ünlü oyuncuya 'tecavüz' suçlaması!,"Dünyaca ünlü Fransız aktör Gérad Depardieu, üç yıl önce genç bir kıza tecavüz etmekle suçlanıyor.",1,https://www.hurriyet.com.tr/dunya/dunyaca-unlu-oyuncuya-sok-tecavuz-suclamasi-41747727
Deniz Akkaya koronavirüse yakalandı!,"Ünlü manken Deniz Akkaya, sosyal medya hesabı üzerinden koronavirüse yakalandığını duyurdu.",1,https://www.hurriyet.com.tr/magazin/deniz-akkaya-koronaviruse-yakalandi-41742175
Geleceğin futbolcusu:  Hamza Arda,"Arda Turan, koronavirüs salgını nedeniyle vaktinin büyük bir kısmını evde geçirirken oğlu Hamza Arda’yı ihmal etmiyor.",0,https://www.hurriyet.com.tr/magazin/gelecegin-futbolcusu-hamza-arda-41535184
Gülben Ergen'in sevgilisi menajer Sarıkaya'dan şikayetçi oldu: Vurduracağım seni tehdidi...,"Gülben Ergen'in müzisyen sevgilisi Emre Irmak, silah göstererek kendisini ölümle tehdit eden menajer Hasan Basri Sarıkaya'dan şikayetçi oldu.",1,https://www.hurriyet.com.tr/magazin/gulben-ergenin-sevgilisi-menajer-sarikayadan-sikayetci-oldu-vurduracagim-seni-tehdidi-41496683
Rüştü Reçber'e erken doğum günü,Işıl Reçber 10 Mayıs'ta doğum gününü kutlayacak olan eşi Rüştü Reçber'e erken kutlama yaptı.,0,https://www.hurriyet.com.tr/magazin/rustu-recbere-erken-dogum-gunu-41494747
Corona virüse yakalanan Demet Sağıroğlu'ndan haber var,"NEW York’ta yaşayan Demet Sağıroğlu, geçtiğimiz haftalarda koronavirüse yakalandığını açıklamıştı.",0,https://www.hurriyet.com.tr/magazin/corona-viruse-yakalanan-demet-sagiroglundan-haber-var-41492038
"Arzum Onan, yaşadığı zorlukları anlattı","ANTALYA’da heykellerinin sergi açılışında konuşan sanatçı Arzum Onan"" Zorlu zamanlarım oldu, hava karardığında kitapları göğsüme bastırarak koşa koşa eve gitmek, minibüsten gideceğim yere varmadan inmek durumunda kaldığım zorlu zamanlarım oldu"" dedi.",0,https://www.hurriyet.com.tr/magazin/arzum-onan-yasadigi-zorluklari-anlatti-41460894
Gülben Ergen'in eski eşi Erhan Çelik'e hakaret davasında karar,"Şarkıcı Gülben Ergen, sosyal medya paylaşımında eski eşi Erhan Çelik'e hakaret ettiği iddiasıyla yargılandığı davada beraat etti.",0,https://www.hurriyet.com.tr/magazin/gulben-ergenin-eski-esine-hakaret-davasinda-karar-41460835
Ciddi ilişki değil sadece flörtmüş,"DÜNYACA ünlü oyuncu Sydney Sweeney’nin (27), 44 yaşındaki yapımcı Scooter Braun ile “ciddi olmayan bir şekilde” görüştüğü öne sürüldü.",0,https://www.hurriyet.com.tr/dunya/ciddi-iliski-degil-sadece-flortmus-42936666
Tam gaz yeni aşk,Formula 1’in şampiyon pilotu Lewis Hamilton ile Hollywood yıldızı Sofia Vergara yeni bir aşka yelken açıyor.,0,https://www.hurriyet.com.tr/kelebek/tam-gaz-yeni-ask-42660355
‘Bedenleri birbirine değmiş insanlardan dost olmaz’,"Hem sözleri hem şarkılarıyla o hep gündemde. “Kiminle aşık atayım ki! Rakip mi kaldı? Birileri yürüyor, birileri koşuyor” diyor. “Mahalle birbirine girsin hoşuma gider ama bu tip şeylerin içine girmeye artık eskisi gibi cesaretim yok” dese de hâlâ çok dobra olmaya devam ediyor. Yeni şarkısı ‘Gidelim mi Buralardan’ı çıkaran İrem Derici’yle buluştuk; müzikten aşka ve hayatına uzandık: “Benim ipimle kuyuya inilmez.”",0,https://www.hurriyet.com.tr/kelebek/hurriyet-pazar/bedenleri-birbirine-degmis-insanlardan-dost-olmaz-42506469
‘Benim alevim kendime aslında’,"Kıvırcık saçları, samimi oyunculuğu, sempatik duruşuyla geçen sezon ekranın dikkat çeken isimlerinden oldu. İşini çok seviyor, “Oyunculuk ete kemiğe bürünse yanımdan ayırmazdım, öyle garip bir bağım var” diyor. Yeni sinema filmi için de tam gaz çalışıyor... Rahimcan Kapkap’la buluştuk; ailesini, hayatını, aşkı ve isminin hikâyesini konuştuk: “Bu tip olaylarda isme bakılıyor mu bilmiyorum ama yetenek olduktan sonra bence her şey olur.”",0,https://www.hurriyet.com.tr/kelebek/hurriyet-cumartesi/benim-alevim-kendime-aslinda-42501241
‘Gecenin 3’ü kendini tavanla bakışırken buluyorsun’,"Herkesin diline dolanan ‘Uzunlar’ şarkısıyla tanıdığımız Evdeki Saat yeni teklisi ‘Tavan’ı geçen hafta müzikseverlerle buluşturdu. Evdeki Saat’in hem solisti hem de kurucusu olan Eren Alıcı “Gecenin üçü tavanla bakışırsın/Biraz acıtır, zamanla alışırsın” dediği yeni şarkısıyla bizi yine duygusal bir yolculuğa davet ediyor.",0,https://www.hurriyet.com.tr/kelebek/hurriyet-cumartesi/gecenin-3u-kendini-tavanla-bakisirken-buluyorsun-42498260
Öznur Serçeler: Daha olgun hissediyorum,"Öznur Serçeler, Gardırop Magazin için objektif karşısına geçti.",0,https://www.hurriyet.com.tr/kelebek/hayat/oznur-serceler-42356815
‘100 yıl öncesine gittim ve orada kaldım’,"16 yaşından beri oyunculuk yapıyor. Şimdiye kadar birçok karakteri canlandırdı, başrol oynadı. Ama bu sefer heyecanı büyük; 13 Ekim’de vizyona girecek ‘Zübeyde, Analar ve Oğullar’ filminde Zübeyde Hanım’ı canlandırıyor. Aslıhan Güner’le buluştuk; hem hayatını, evliliğini hem de bu role nasıl hazırlandığını konuştuk: “Setteyken sahnelerde ve çekim aralarında karakterimden hiç çıkmadığım için karakterime ait bir duruşla yaşıyordum.”",0,https://www.hurriyet.com.tr/kelebek/hurriyet-pazar/100-yil-oncesine-gittim-ve-orada-kaldim-42342305
Ben 15 yaşındayım... Yer Tepecik Düğün Salonu...,"Ünlü sanatçı Nazan Öncel, ilk sahneye çıktığı günlerde çekilmiş bir fotoğrafını sosyal medya hesabından paylaştı.",1,https://www.hurriyet.com.tr/kelebek/hayat/ben-15-yasindayim-yer-tepecik-dugun-salonu-42323125
Hollywood'da ayrılık rüzgârları esiyor... Tanınmış çiftler neden peş peşe boşanma kararı alıyor? 'Boşanma uyanıklığını' ünlülerin avukatı anlattı,"Hollywood son dönemde birbiri ardına ayrılık kararı alan tanınmış çiftlerle dolu. Peki bu boşanma dalgasını tetikleyen şey ne? Bu soruyu, bu tür davalarda dünyaca ünlü pek çok ismi temsil etmiş boşanma avukatları yanıtladı. İşte ayrıntılar...",1,https://www.hurriyet.com.tr/kelebek/magazin/hollywoodda-ayrilik-ruzgarlari-esiyor-taninmis-ciftler-neden-pes-pese-bosanma-karari-aliyor-baska-unlulerin-bosanmasini-bekleyenler-var-42309276
İstanbullular Buray konserinde buluştu,"Buray, Yedikule Gazhane açılışında verdiği muhteşem konserde sevenleriyle buluştu.",0,https://www.hurriyet.com.tr/kelebek/stil/istanbullular-buray-konserinde-bulustu-42277588
Cem Belevi: Aşk yok iş var,Cem Belevi önceki akşam Ataşehir Muamma adlı mekanda sahne aldı.,0,https://www.hurriyet.com.tr/kelebek/stil/cem-belevi-ask-yok-is-var-42277527
5 ayda 4 asistan,Magazin dünyasından son dedikoduları Kelebek muhabiri İsmail Bayrak yazdı.,0,https://www.hurriyet.com.tr/kelebek/magazin/5-ayda-4-asistan-42267435
Ne kadar ayıp bir cümle!,"Sinan Akçıl, “Defne Samyeli ile 1-2 ay muhabbetimiz oldu ama bir anda kestik görüşmeyi” dedi. Magazin Konseyi, iletişimi kesen tarafın hangisi  olabileceğini konuştu.",1,https://www.hurriyet.com.tr/kelebek/magazin/ne-kadar-ayip-bir-cumle-42267325
Doğru insanı seçemiyorum,"Bahar Şahin, önceki gün Bodrum’daki Alezzi’de arkadaşlarıyla kahvaltı yaptı.",0,https://www.hurriyet.com.tr/kelebek/stil/dogru-insani-secemiyorum-42259366
"“Ben Hadise’yim, sana her gün kahvaltı hazırlayamam”  Hadise haklı!","İddiaya göre Hadise, evli oldukları dönem Mehmet Dinçerler’e “Ben Hadise’yim, sana her gün kahvaltı hazırlayamam” demiş. Kadınların ortak sesi mi olmuş Hadise, yoksa sadece bir ünlü olma ayrıcalığı mı bu?",1,https://www.hurriyet.com.tr/kelebek/magazin/ben-hadiseyim-sana-her-gun-kahvalti-hazirlayamam-hadise-hakli-42255696
"“Söylediğim şey yanlış anlaşıldı, tabii ki kendimi Türkiye’ye ait hissediyorum.""",ŞEVVAL Şahin önceki gün Bebek’teki Lucca adlı mekândan çıkarken görüntülendi.,0,https://www.hurriyet.com.tr/kelebek/hayat/soyledigim-sey-yanlis-anlasildi-tabii-ki-kendimi-turkiyeye-ait-hissediyorum-42232949
Ezgi Mola'dan kiracılarına bir jest daha,Magazin dünyasından son fısıltıları Kelebek muhabiri İsmail Bayrak yazdı.,0,https://www.hurriyet.com.tr/kelebek/hayat/ezgi-moladan-kiracilarina-bir-jest-daha-42211616
Seda Sayan’dan anlamlı bağış,"Seda Sayan kıyafetlerini satıp hayvan barınaklarına bağış yaptığını açıkladı. Ünlü sanatçı, “Bir elbiseyi maksimum iki defa giyiniyorum. Elbiselerimi satıp toplanan parayı hayvan hakları derneklerine bağışlıyorum” diye konuştu.",0,https://www.hurriyet.com.tr/kelebek/televizyon/seda-sayandan-anlamli-bagis-42196962
Ayça Ayşin Turan ve Murat Boz arasında aşk olur mu?,“O Ses Türkiye”nin yılbaşı çekimlerinde düet yapan Ayça Ayşin Turan ve Murat Boz hakkındaki aşk dedikodularına inandınız mı? “Belki de bir aşk başlar” diyen ikilinin düeti PR mı sizce? Yakışıyorlar mı? Bu ikiliden bir aşk doğar mı?,1,https://www.hurriyet.com.tr/kelebek/hayat/ayca-aysin-turan-ve-murat-boz-arasinda-ask-olur-mu-42196804
Japonların yüzü,Magazin dünyasından son fısıltıları Kelebek muhabiri İsmail Bayrak yazdı...,0,https://www.hurriyet.com.tr/kelebek/magazin/japonlarin-yuzu-42193189
Hep 'seninle evleneceğiz’ derdi!,"YEŞİLÇAM’ın ‘Sezercik’i Sezer İnanoğlu, nisan ayında 4’üncü kez evlendi. İnanoğlu bu kez çocukluk aşkı olan mimar Seyhan Eyiçalış’la hayatını birleştirdi. Seyhan Eyiçalış, evlilik hikayesini anlattı...",1,https://www.hurriyet.com.tr/kelebek/hayat/hep-seninle-evlenecegiz-derdi-sezercik-4uncu-kez-evet-dedi-42173785
Hadise boşandı şahlandı,Magazin dünyasından son dedikoduları Kelebek muhabiri İsmail BAYRAK yazdı.,0,https://www.hurriyet.com.tr/kelebek/televizyon/hadise-bosandi-sahlandi-42162082
Sezon finalini 90’lar ile yaptı,"Sahnesine DJ performansının yanı sıra kullandığı enstrümanlar ile farklı bir renk katan DJ Ali Taş, ‘90’lar Türkçe Pop Gecesi’yle Bursalılara coşku dolu bir gece yaşattı.",0,https://www.hurriyet.com.tr/yerel-haberler/bursa/sezon-finalini-90lar-ile-yapti-42106137
Yeteneği ailesinden... O şimdi çok ünlü!,Güzel oyuncu paylaştığı fotoğrafla gündeme geldi.,1,https://www.hurriyet.com.tr/kelebek/magazin/yetenegi-ailesinden-o-simdi-cok-unlu-42053761
"Tuba Ünsal, Bodrum tatiline devam ediyor","Kim kime ne demiş, kim nereye gitmiş ve neler yapmış? Sinema, sahne ve televizyonda neler olmuş? Magazin dünyasından kısa haberler...",0,https://www.hurriyet.com.tr/kelebek/magazin/tuba-unsal-bodrum-tatiline-devam-ediyor-41888575
Bekleyin kask takacağız,"Magazin dünyasının ünlü isimleri nerede görüntülendi, sosyal medya hesaplarından hangi paylaşımları yaptı? İşte günün öne çıkan haberleri..",0,https://www.hurriyet.com.tr/kelebek/magazin/bekleyin-kask-takacagiz-41858065
Son Dakika: Dele Alli'nin yeni aşkı olay oldu! Pep Guardiola'nın kızı Maria Guardiola ile yakalandı...,"Geçtiğimiz aylarda model sevgilisi Ruby Mae tarafından terk edilen Dele Alli, Pep Guardiola'nın kızı Maria Guardiola ile yeni bir aşka yelken açtı.",1,https://www.hurriyet.com.tr/sporarena/son-dakika-dele-allinin-yeni-aski-olay-oldu-pep-guardiolanin-kizi-maria-guardiola-ile-yakalandi-41811136
Çağlar Söyüncü'den kafa karıştıran hamle! Zehra Yılmaz ile takipleştiler...,Milli futbolcu Çağlar Söyüncü ilk kez özel hayatıyla konuşuluyor. Milli takım için geldiği İstanbul'da ortak arkadaşları vasıtasıyla güzel oyuncu Zehra Yılmaz ile tanıştığı öne sürülen Çağlar Söyüncü'nün son hamlesi kafaları karıştırdı...,1,https://www.hurriyet.com.tr/sporarena/caglar-soyuncuden-kafa-karistiran-hamle-zehra-yilmaz-ile-takiplestiler-41778149
"Pınar Altuğ: Bir tarafta meme bekleyen bir bebek, diğer tarafta seks bekleyen bir adam var","Hayatımıza girdiğinde 17 yaşındaydı. Kariyerine mankenlikle başladı, sonra Türkiye Güzeli seçildi... Hafızalara ‘Çocuklar Duymasın’ dizisinde canlandırdığı Meltem rolüyle kazındı. Oyuncu Yağmur Atacan’la yaptığı evlilik, aralarındaki yaş farkı yüzünden hep magazin haberlerine konu oldu. Sosyal medyada zaman zaman hedef olmasıyla ilgili de “Umurumda değil” diyor: “Bu içlerindeki mutsuzluğun dışavurumu. Bakıyor fotoğrafa, ‘Gözlerinin yanı kırışmış’ diyor... Kırışsın, ne olur? Sfenks gibi gezmek zorunda mıyız?”",0,https://www.hurriyet.com.tr/kelebek/hurriyet-pazar/pinar-altug-ic-ritmi-yuksek-enerjik-bir-kadin-oldum-hep-41767824
Buluşmanın perde arkası ortaya çıktı... Sevgilisi barıştırdı!,"Kim kime ne demiş, kim nereye gitmiş ve neler yapmış? Magazin dünyasından kısa haberler...",1,https://www.hurriyet.com.tr/kelebek/magazin/bulusmanin-perde-arkasi-ortaya-cikti-sevgilisi-baristirdi-41755490
"Merve Özbey kızı Elif Özüm’e kavuştu! ""33 sene boşa yaşamışım""","Kim kime ne demiş, kim nereye gitmiş ve neler yapmış? Magazin dünyasından kısa haberler...",1,https://www.hurriyet.com.tr/kelebek/magazin/anne-olan-merve-ozbey-33-sene-bosa-yasamisim-41753580
İbrahim Tatlıses ve 43 yaş küçük sevgilisinden yeni fotoğraf!,"Kim kime ne demiş, kim nereye gitmiş ve neler yapmış? Hızlandırılmış bir magazin turuyla hepsine 5 dakikada hakim olabilirsiniz.",1,https://www.hurriyet.com.tr/kelebek/magazin/ibrahim-tatlises-ve-43-yas-kucuk-sevgilisinden-yeni-fotograf-41746049
Cem Yılmaz: Konuşmayacağız abi!,"Kim kime ne demiş, kim nereye gitmiş ve neler yapmış? Magazin dünyasından kısa haberler...",1,https://www.hurriyet.com.tr/kelebek/magazin/cem-yilmaz-konusmayacagiz-abi-41740033
Bu hafta magazin dünyası kimleri konuştu?,Hürriyet podcastinde Ferit Ömeroğlu'nun yorumlarıyla magazin gündeminin nabzını tutmaya devam ediyoruz.,1,https://www.hurriyet.com.tr/kelebek/magazin/bu-hafta-magazin-dunyasi-kimleri-konustu-41709152
Bu hafta magazin dünyası kimi konuştu?,Her perşembe olduğu gibi Hürriyet podcastinde Ferit Ömeroğlu'nun yorumlarıyla magazin gündeminin nabzını tutmaya devam ediyoruz.,1,https://www.hurriyet.com.tr/kelebek/magazin/bu-hafta-magazin-dunyasi-kimi-konustu-41697693
Haftanın öne çıkan magazin haberleri,Bu hafta da Hürriyet Podcast'inde Ferit Ömeroğlu'nun yorumlarıyla haftanın öne çıkan magazin olaylarını yorumladık.,0,https://www.hurriyet.com.tr/kelebek/magazin/haftanin-one-cikan-magazin-haberleri-41692201
Geçtiğimiz hafta neleri konuştuk?,Hürriyet podcastinde Ferit Ömeroğlu'nun yorumlarıyla derlediğimiz magazin turu sizlerle...,1,https://www.hurriyet.com.tr/kelebek/magazin/gectigimiz-hafta-neleri-konustuk-41686625
Barış ve Nisa dost kazığı yedi...Peki ya onları sevenler!,Her perşembe haftanın öne çıkan magazin haberleri Ferit Ömeroğlu'nun yorumlarıyla Hürriyet podcastinde sizlerle...,1,https://www.hurriyet.com.tr/kelebek/magazin/baris-ve-nisa-dost-kazigi-yediyse-onlari-sevenler-ne-yedi-41679254
Haftaya damga vuran olay,Her perşembe Hürriyet podcastinde Ferit Ömeroğlu'nun yorumlarıyla derlediğimiz magazin turu sizlerle...,0,https://www.hurriyet.com.tr/kelebek/magazin/haftaya-damga-vuran-olay-41672855
Hangisinin yaptığı daha doğru? Acun Ilıcalı mı George Clooney mi?,Her hafta olduğu gibi Hürriyet podcastinde Ferit Ömeroğlu'nun yorumlarıyla magazin gündeminin nabzını tutmaya devam ediyoruz. Bu haftanın başlıkları çok konuşulacak.,1,https://www.hurriyet.com.tr/kelebek/magazin/acun-ilicalinin-mi-yoksa-george-clooneyin-mi-yaptigi-daha-dogru-41666753
Yağmur Çevik’ten ‘influencer magazini’,"Sosyal medya ünlüleri hakkında videolar hazırlayan Yağmur Çevik, esprili paylaşımlarıyla hem YouTube’da hem de Instagram’da geniş bir takipçi kitlesine ulaştı.",0,https://www.hurriyet.com.tr/kelebek/keyif/yagmur-cevikten-influencer-magazini-41666720
O haber yürekleri dağladı!,Her perşembe olduğu gibi bu hafta da Hürriyet Podcast'inde Ferit Ömeroğlu'nun yorumlarıyla haftanın öne çıkan magazin olaylarını yorumladık.,1,https://www.hurriyet.com.tr/kelebek/magazin/o-haber-yurekleri-dagladi-41655249
Ortalığı karıştıran açıklama!,Her perşembe olduğu gibi magazin gündeminin nabzını Ferit Ömeroğlu'nun yorumlarıyla Hürriyet podcastinde paylaşıyoruz.,1,https://www.hurriyet.com.tr/kelebek/magazin/ortaligi-karistiran-aciklama-41649910
Özgü Namal'ın acı kaybı,Haftanın öne çıkan magazin olaylarını her Perşembe Hürriyet podcastinde Ferit Ömeroğlu'nun yorumlarıyla sizlerle buluşturuyoruz.,0,https://www.hurriyet.com.tr/kelebek/magazin/ozgu-namalin-aci-kaybi-41633847
"Nurset Gökçe, haftaya damga vurdu",Her perşembe haftanın öne çıkan magazin olayları Ferit Ömeroğlu'nun yorumlarıyla Hürriyet podcastinde dinleyicilerle buluşuyor.,0,https://www.hurriyet.com.tr/kelebek/magazin/nurset-gokce-haftaya-damga-vurdu-41626031
Haftaya damga vuran gelişme,Her perşembe olduğu gibi Hürriyet podcastinde Ferit Ömeroğlu'nun yorumlarıyla magazin gündeminin nabzını tutup merak edilen ve çok konuşulan haberleri derledik.,0,https://www.hurriyet.com.tr/kelebek/magazin/haftaya-damga-vuran-gelisme-41619697
Bu haftaya damga vurdu,Her perşembe olduğu gibi bu hafta da Hürriyet Podcast'inde Ferit Ömeroğlu'nun yorumlarıyla haftanın öne çıkan magazin olaylarını yorumladık.,0,https://www.hurriyet.com.tr/kelebek/magazin/bu-haftaya-damga-vurdu-41614248
Sevdiklerimizle aramıza mesafeler koyduk,"COVID-19 Virüsü dünyada etkisini azaltarak sürdürüyor. Hepimizin endişeli olduğu bu dönemi, tamamen atlatabilmemiz için uyarılara kulak vermemiz gerekiyor. Alınan korunma tedbirlerine özenle uyalım. Hürriyet Bursa olarak, ‘Yeni Normal’ süreci hakkında iş ve cemiyet hayatının tanınmış isimleriyle bir yazı dizisi hazırladık. Bu süreçten nasıl çıkacağımız çok önemli. Birlikte başarmak dileğiyle.",0,https://www.hurriyet.com.tr/yerel-haberler/bursa/sevdiklerimizle-aramiza-mesafeler-koyduk-41613164
